,Open,High,Low,Close,Adj Close,Volume
2022-12-15 04:00:00,17746.302734375,17746.302734375,17709.3046875,17713.47265625,17713.47265625,0.0
2022-12-15 05:00:00,17715.447265625,17737.69921875,17714.1015625,17737.69921875,17737.69921875,0.0
2022-12-15 06:00:00,17732.8046875,17744.765625,17722.26171875,17733.990234375,17733.990234375,0.0
2022-12-15 07:00:00,17733.029296875,17738.55859375,17717.17578125,17717.17578125,17717.17578125,0.0
2022-12-15 08:00:00,17716.826171875,17718.6953125,17655.02734375,17655.02734375,17655.02734375,37353472.0
2022-12-15 09:00:00,17654.529296875,17696.388671875,17651.513671875,17696.388671875,17696.388671875,0.0
2022-12-15 10:00:00,17696.8203125,17700.69921875,17671.27734375,17686.17578125,17686.17578125,28137472.0
2022-12-15 11:00:00,17685.568359375,17716.396484375,17680.08984375,17715.2265625,17715.2265625,0.0
2022-12-15 12:00:00,17715.994140625,17725.875,17682.009765625,17684.943359375,17684.943359375,0.0
2022-12-15 13:00:00,17686.60546875,17695.236328125,17513.416015625,17528.19921875,17528.19921875,656490496.0
2022-12-15 14:00:00,17529.2890625,17553.41015625,17474.16015625,17474.16015625,17474.16015625,0.0
2022-12-15 15:00:00,17474.814453125,17499.59375,17433.255859375,17440.9296875,17440.9296875,297226240.0
2022-12-15 16:00:00,17442.8125,17452.34375,17399.23046875,17421.673828125,17421.673828125,0.0
2022-12-15 17:00:00,17423.041015625,17445.4609375,17410.701171875,17420.572265625,17420.572265625,86126592.0
2022-12-15 18:00:00,17421.736328125,17431.484375,17364.21875,17378.125,17378.125,0.0
2022-12-15 19:00:00,17379.232421875,17455.013671875,17379.232421875,17444.275390625,17444.275390625,0.0
2022-12-15 20:00:00,17445.314453125,17456.208984375,17430.94921875,17433.619140625,17433.619140625,0.0
2022-12-15 21:00:00,17432.419921875,17432.419921875,17377.884765625,17398.599609375,17398.599609375,87332864.0
2022-12-15 22:00:00,17399.416015625,17401.1796875,17326.625,17356.328125,17356.328125,315537408.0
2022-12-15 23:00:00,17355.373046875,17371.0625,17322.58984375,17361.044921875,17361.044921875,194754560.0
2022-12-16 00:00:00,17364.546875,17420.48828125,17358.677734375,17420.48828125,17420.48828125,99270656.0
2022-12-16 01:00:00,17421.71484375,17425.3984375,17399.623046875,17399.623046875,17399.623046875,0.0
2022-12-16 02:00:00,17398.578125,17424.404296875,17398.068359375,17413.001953125,17413.001953125,0.0
2022-12-16 03:00:00,17412.87890625,17424.408203125,17411.19140625,17424.408203125,17424.408203125,0.0
2022-12-16 04:00:00,17425.396484375,17427.947265625,17403.642578125,17403.642578125,17403.642578125,0.0
2022-12-16 05:00:00,17401.0625,17412.34765625,17392.44921875,17412.34765625,17412.34765625,0.0
2022-12-16 06:00:00,17413.1171875,17426.931640625,17398.419921875,17426.931640625,17426.931640625,0.0
2022-12-16 07:00:00,17426.69921875,17505.146484375,17426.69921875,17505.146484375,17505.146484375,346988544.0
2022-12-16 08:00:00,17503.076171875,17505.525390625,17279.48828125,17279.48828125,17279.48828125,417853440.0
2022-12-16 09:00:00,17276.962890625,17276.962890625,17029.02734375,17052.326171875,17052.326171875,2056089600.0
2022-12-16 10:00:00,17053.29296875,17053.29296875,16993.876953125,17002.0,17002.0,631613440.0
2022-12-16 11:00:00,17003.12890625,17044.4453125,16999.482421875,17031.93359375,17031.93359375,67784704.0
2022-12-16 12:00:00,17033.802734375,17033.802734375,17004.984375,17028.759765625,17028.759765625,65329152.0
2022-12-16 13:00:00,17029.861328125,17038.41796875,16969.2734375,16969.2734375,16969.2734375,0.0
2022-12-16 14:00:00,16969.654296875,17058.625,16960.279296875,17043.400390625,17043.400390625,271517696.0
2022-12-16 15:00:00,17043.34765625,17043.34765625,16964.025390625,16985.537109375,16985.537109375,0.0
2022-12-16 16:00:00,16984.046875,16985.46484375,16833.462890625,16833.462890625,16833.462890625,648417280.0
2022-12-16 17:00:00,16833.51171875,16844.58984375,16811.8515625,16811.8515625,16811.8515625,358955008.0
2022-12-16 18:00:00,16812.845703125,16839.41796875,16810.02734375,16834.544921875,16834.544921875,0.0
2022-12-16 19:00:00,16834.005859375,16873.951171875,16821.578125,16869.8515625,16869.8515625,0.0
2022-12-16 20:00:00,16872.6796875,16941.509765625,16872.6796875,16906.25390625,16906.25390625,311631872.0
2022-12-16 21:00:00,16905.5234375,16905.5234375,16846.146484375,16848.828125,16848.828125,0.0
2022-12-16 22:00:00,16849.5703125,16874.546875,16756.041015625,16756.041015625,16756.041015625,301697024.0
2022-12-16 23:00:00,16756.611328125,16758.296875,16584.701171875,16644.154296875,16644.154296875,1206059008.0
2022-12-17 00:00:00,16646.982421875,16728.330078125,16636.568359375,16723.126953125,16723.126953125,309917696.0
2022-12-17 01:00:00,16721.134765625,16734.564453125,16679.3671875,16695.8984375,16695.8984375,86495232.0
2022-12-17 02:00:00,16691.75,16691.75,16614.029296875,16682.998046875,16682.998046875,530870272.0
2022-12-17 03:00:00,16680.669921875,16707.640625,16673.716796875,16694.71484375,16694.71484375,198938624.0
2022-12-17 04:00:00,16692.73046875,16725.130859375,16683.314453125,16724.533203125,16724.533203125,296583168.0
2022-12-17 05:00:00,16723.205078125,16737.029296875,16700.546875,16701.94921875,16701.94921875,173547520.0
2022-12-17 06:00:00,16703.84765625,16762.080078125,16695.994140625,16736.814453125,16736.814453125,453607424.0
2022-12-17 07:00:00,16736.7734375,16758.564453125,16726.96484375,16753.93359375,16753.93359375,0.0
2022-12-17 08:00:00,16755.568359375,16766.705078125,16740.37890625,16756.8671875,16756.8671875,0.0
2022-12-17 09:00:00,16756.875,16757.515625,16711.73046875,16721.8359375,16721.8359375,0.0
2022-12-17 10:00:00,16721.568359375,16760.861328125,16701.177734375,16758.109375,16758.109375,0.0
2022-12-17 11:00:00,16758.884765625,16759.822265625,16727.216796875,16730.037109375,16730.037109375,0.0
2022-12-17 12:00:00,16729.453125,16740.47265625,16704.47265625,16710.78125,16710.78125,0.0
2022-12-17 13:00:00,16711.28125,16720.228515625,16681.802734375,16682.076171875,16682.076171875,0.0
2022-12-17 14:00:00,16683.322265625,16718.845703125,16679.447265625,16679.57421875,16679.57421875,0.0
2022-12-17 15:00:00,16678.51171875,16711.236328125,16673.1875,16704.634765625,16704.634765625,0.0
2022-12-17 16:00:00,16706.787109375,16710.818359375,16692.853515625,16710.818359375,16710.818359375,0.0
2022-12-17 17:00:00,16705.615234375,16711.201171875,16676.34765625,16697.19921875,16697.19921875,0.0
2022-12-17 18:00:00,16694.34765625,16724.216796875,16679.798828125,16719.013671875,16719.013671875,0.0
2022-12-17 19:00:00,16717.412109375,16723.611328125,16697.703125,16707.513671875,16707.513671875,0.0
2022-12-17 20:00:00,16708.69921875,16718.359375,16702.22265625,16708.982421875,16708.982421875,0.0
2022-12-17 21:00:00,16710.0,16736.44921875,16708.060546875,16725.08984375,16725.08984375,0.0
2022-12-17 22:00:00,16725.771484375,16761.08984375,16721.673828125,16760.984375,16760.984375,0.0
2022-12-17 23:00:00,16767.63671875,16800.58984375,16759.2578125,16798.86328125,16798.86328125,0.0
2022-12-18 00:00:00,16795.609375,16796.501953125,16754.224609375,16755.58203125,16755.58203125,0.0
2022-12-18 01:00:00,16756.287109375,16757.431640625,16727.34375,16732.017578125,16732.017578125,0.0
2022-12-18 02:00:00,16731.58984375,16745.92578125,16726.201171875,16742.80078125,16742.80078125,0.0
2022-12-18 03:00:00,16742.24609375,16749.40234375,16739.564453125,16749.40234375,16749.40234375,0.0
2022-12-18 04:00:00,16750.43359375,16793.78125,16750.43359375,16776.826171875,16776.826171875,0.0
2022-12-18 05:00:00,16775.4453125,16775.4453125,16753.92578125,16762.53515625,16762.53515625,0.0
2022-12-18 06:00:00,16761.55859375,16761.55859375,16738.986328125,16745.744140625,16745.744140625,0.0
2022-12-18 07:00:00,16745.830078125,16762.662109375,16745.82421875,16754.5625,16754.5625,0.0
2022-12-18 08:00:00,16754.416015625,16765.74609375,16754.416015625,16762.73046875,16762.73046875,0.0
2022-12-18 09:00:00,16762.375,16762.375,16700.72265625,16713.25,16713.25,157120512.0
2022-12-18 10:00:00,16709.29296875,16726.935546875,16707.70703125,16722.265625,16722.265625,0.0
2022-12-18 11:00:00,16722.255859375,16738.466796875,16719.75390625,16731.853515625,16731.853515625,0.0
2022-12-18 12:00:00,16732.2890625,16740.84375,16721.126953125,16740.09375,16740.09375,0.0
2022-12-18 13:00:00,16740.48828125,16748.1640625,16718.822265625,16730.14453125,16730.14453125,0.0
2022-12-18 14:00:00,16729.537109375,16730.958984375,16707.767578125,16719.26171875,16719.26171875,0.0
2022-12-18 15:00:00,16719.361328125,16719.361328125,16697.8203125,16711.072265625,16711.072265625,0.0
2022-12-18 16:00:00,16708.275390625,16711.05078125,16698.94140625,16704.916015625,16704.916015625,2565120.0
2022-12-18 17:00:00,16705.529296875,16721.83984375,16701.0,16721.509765625,16721.509765625,0.0
2022-12-18 18:00:00,16722.5625,16786.63671875,16722.5625,16745.87890625,16745.87890625,396008448.0
2022-12-18 19:00:00,16748.55859375,16765.44140625,16746.27734375,16758.203125,16758.203125,82741248.0
2022-12-18 20:00:00,16761.951171875,16778.8828125,16761.330078125,16768.87109375,16768.87109375,82295808.0
2022-12-18 21:00:00,16769.45703125,16777.576171875,16754.62890625,16761.697265625,16761.697265625,0.0
2022-12-18 22:00:00,16759.587890625,16814.119140625,16758.255859375,16777.849609375,16777.849609375,325352448.0
2022-12-18 23:00:00,16777.080078125,16815.38671875,16760.29296875,16760.29296875,16760.29296875,0.0
2022-12-19 00:00:00,16759.041015625,16807.52734375,16750.900390625,16787.57421875,16787.57421875,184017920.0
2022-12-19 01:00:00,16787.013671875,16805.416015625,16773.248046875,16789.224609375,16789.224609375,463209472.0
2022-12-19 02:00:00,16789.091796875,16792.4140625,16741.837890625,16744.59765625,16744.59765625,258158592.0
2022-12-19 03:00:00,16743.611328125,16743.611328125,16671.796875,16693.1640625,16693.1640625,594149376.0
2022-12-19 04:00:00,16694.404296875,16737.59375,16691.59765625,16731.966796875,16731.966796875,0.0
2022-12-19 05:00:00,16731.982421875,16735.8828125,16713.599609375,16714.16796875,16714.16796875,80238592.0
2022-12-19 06:00:00,16715.62109375,16744.591796875,16713.1171875,16744.591796875,16744.591796875,151409664.0
2022-12-19 07:00:00,16744.20703125,16749.693359375,16718.07421875,16721.623046875,16721.623046875,112161792.0
2022-12-19 08:00:00,16723.408203125,16761.771484375,16723.408203125,16761.576171875,16761.576171875,142547968.0
2022-12-19 09:00:00,16762.154296875,16768.666015625,16750.767578125,16765.5390625,16765.5390625,0.0
2022-12-19 10:00:00,16766.2421875,16782.0234375,16764.0859375,16779.169921875,16779.169921875,5431296.0
2022-12-19 11:00:00,16778.77734375,16779.53125,16745.291015625,16745.291015625,16745.291015625,66590720.0
2022-12-19 12:00:00,16745.41015625,16762.830078125,16739.4453125,16756.2421875,16756.2421875,149540864.0
2022-12-19 13:00:00,16757.298828125,16761.072265625,16734.052734375,16738.2890625,16738.2890625,153982976.0
2022-12-19 14:00:00,16736.552734375,16748.3515625,16701.033203125,16708.392578125,16708.392578125,470764544.0
2022-12-19 15:00:00,16721.181640625,16742.74609375,16688.541015625,16688.541015625,16688.541015625,356635648.0
2022-12-19 16:00:00,16688.07421875,16699.615234375,16626.466796875,16647.646484375,16647.646484375,671374336.0
2022-12-19 17:00:00,16646.970703125,16649.392578125,16566.931640625,16606.015625,16606.015625,752770048.0
2022-12-19 18:00:00,16606.625,16634.5390625,16581.15625,16581.15625,16581.15625,13792256.0
2022-12-19 19:00:00,16577.826171875,16594.97265625,16567.642578125,16577.17578125,16577.17578125,354270208.0
2022-12-19 20:00:00,16576.609375,16621.599609375,16571.19921875,16621.599609375,16621.599609375,225035264.0
2022-12-19 21:00:00,16621.7109375,16641.52734375,16609.041015625,16609.041015625,16609.041015625,233535488.0
2022-12-19 22:00:00,16606.86328125,16611.259765625,16398.13671875,16403.0859375,16403.0859375,850997248.0
2022-12-19 23:00:00,16407.140625,16458.552734375,16406.396484375,16436.3828125,16436.3828125,352970752.0
2022-12-20 00:00:00,16441.787109375,16488.384765625,16428.060546875,16480.90625,16480.90625,151638016.0
2022-12-20 01:00:00,16480.046875,16577.322265625,16471.732421875,16577.322265625,16577.322265625,731838464.0
2022-12-20 02:00:00,16578.8359375,16774.875,16567.529296875,16733.568359375,16733.568359375,1140187136.0
2022-12-20 03:00:00,16734.623046875,16757.521484375,16702.091796875,16718.56640625,16718.56640625,517873664.0
2022-12-20 04:00:00,16719.435546875,16835.828125,16709.923828125,16809.8046875,16809.8046875,909510656.0
2022-12-20 05:00:00,16806.66015625,16808.70703125,16775.380859375,16798.521484375,16798.521484375,317065216.0
2022-12-20 06:00:00,16797.712890625,16822.51171875,16773.328125,16822.458984375,16822.458984375,169136128.0
2022-12-20 07:00:00,16825.513671875,16834.447265625,16792.20703125,16808.884765625,16808.884765625,187269120.0
2022-12-20 08:00:00,16808.95703125,16826.36328125,16778.22265625,16824.791015625,16824.791015625,203663360.0
2022-12-20 09:00:00,16824.857421875,16837.65234375,16814.349609375,16815.609375,16815.609375,63092736.0
2022-12-20 10:00:00,16815.91796875,16819.779296875,16793.91796875,16793.92578125,16793.92578125,287797248.0
2022-12-20 11:00:00,16794.15234375,16827.572265625,16785.251953125,16818.380859375,16818.380859375,312950784.0
2022-12-20 12:00:00,16819.052734375,16838.82421875,16814.271484375,16833.06640625,16833.06640625,115079168.0
2022-12-20 13:00:00,16831.572265625,16831.572265625,16803.470703125,16815.130859375,16815.130859375,89403392.0
2022-12-20 14:00:00,16813.150390625,16833.666015625,16763.658203125,16827.84375,16827.84375,303079424.0
2022-12-20 15:00:00,16866.419921875,17012.984375,16866.419921875,16943.2265625,16943.2265625,1483333632.0
2022-12-20 16:00:00,16941.431640625,16941.431640625,16812.462890625,16846.505859375,16846.505859375,122624000.0
2022-12-20 17:00:00,16847.3984375,16851.78515625,16811.521484375,16817.6171875,16817.6171875,0.0
2022-12-20 18:00:00,16819.595703125,16851.115234375,16798.86328125,16850.884765625,16850.884765625,0.0
2022-12-20 19:00:00,16851.2578125,16896.146484375,16850.009765625,16893.205078125,16893.205078125,0.0
2022-12-20 20:00:00,16894.0546875,16919.115234375,16863.505859375,16863.505859375,16863.505859375,157446144.0
2022-12-20 21:00:00,16864.484375,16887.677734375,16852.78515625,16887.05859375,16887.05859375,0.0
2022-12-20 22:00:00,16887.16015625,16897.61328125,16871.8359375,16881.025390625,16881.025390625,0.0
2022-12-20 23:00:00,16880.767578125,16921.31640625,16880.447265625,16906.95703125,16906.95703125,0.0
2022-12-21 00:00:00,16904.52734375,16916.80078125,16842.08984375,16850.52734375,16850.52734375,0.0
2022-12-21 01:00:00,16851.01171875,16880.27734375,16848.384765625,16871.740234375,16871.740234375,0.0
2022-12-21 02:00:00,16870.966796875,16883.37109375,16859.46484375,16860.4140625,16860.4140625,0.0
2022-12-21 03:00:00,16861.138671875,16861.939453125,16829.59375,16844.9375,16844.9375,0.0
2022-12-21 04:00:00,16845.5546875,16845.5546875,16812.18359375,16816.736328125,16816.736328125,0.0
2022-12-21 05:00:00,16814.01953125,16848.2578125,16798.44140625,16844.865234375,16844.865234375,0.0
2022-12-21 06:00:00,16843.70703125,16852.841796875,16837.1875,16843.068359375,16843.068359375,0.0
2022-12-21 07:00:00,16843.615234375,16853.8359375,16831.369140625,16831.958984375,16831.958984375,0.0
2022-12-21 08:00:00,16833.009765625,16873.357421875,16809.3515625,16868.294921875,16868.294921875,0.0
2022-12-21 09:00:00,16869.005859375,16884.65234375,16862.5859375,16878.326171875,16878.326171875,0.0
2022-12-21 10:00:00,16879.513671875,16886.3515625,16865.419921875,16865.8671875,16865.8671875,0.0
2022-12-21 11:00:00,16868.255859375,16889.01171875,16866.05859375,16889.01171875,16889.01171875,0.0
2022-12-21 12:00:00,16889.380859375,16893.01171875,16853.271484375,16865.521484375,16865.521484375,0.0
2022-12-21 13:00:00,16862.197265625,16862.197265625,16836.748046875,16853.31640625,16853.31640625,0.0
2022-12-21 14:00:00,16853.091796875,16895.708984375,16828.32421875,16828.32421875,16828.32421875,0.0
2022-12-21 15:00:00,16817.9296875,16862.53125,16805.435546875,16856.71875,16856.71875,0.0
2022-12-21 16:00:00,16859.27734375,16866.439453125,16809.115234375,16809.966796875,16809.966796875,0.0
2022-12-21 17:00:00,16808.51171875,16819.517578125,16793.75,16818.80078125,16818.80078125,0.0
2022-12-21 18:00:00,16817.6953125,16828.943359375,16794.65234375,16799.861328125,16799.861328125,0.0
2022-12-21 19:00:00,16799.66796875,16806.9375,16772.453125,16772.453125,16772.453125,0.0
2022-12-21 20:00:00,16773.740234375,16782.228515625,16755.912109375,16780.9609375,16780.9609375,0.0
2022-12-21 21:00:00,16781.208984375,16799.052734375,16779.62109375,16790.818359375,16790.818359375,0.0
2022-12-21 22:00:00,16791.369140625,16794.978515625,16775.708984375,16778.3671875,16778.3671875,0.0
2022-12-21 23:00:00,16778.099609375,16816.419921875,16772.70703125,16816.419921875,16816.419921875,19393536.0
2022-12-22 00:00:00,16818.380859375,16856.66015625,16817.369140625,16854.82421875,16854.82421875,0.0
2022-12-22 01:00:00,16856.626953125,16860.421875,16828.498046875,16828.498046875,16828.498046875,0.0
2022-12-22 02:00:00,16828.1484375,16853.05078125,16825.0390625,16850.4375,16850.4375,0.0
2022-12-22 03:00:00,16850.11328125,16859.294921875,16848.029296875,16858.486328125,16858.486328125,0.0
2022-12-22 04:00:00,16858.931640625,16863.23828125,16850.53125,16850.53125,16850.53125,0.0
2022-12-22 05:00:00,16849.634765625,16849.634765625,16833.76953125,16835.537109375,16835.537109375,0.0
2022-12-22 06:00:00,16834.46484375,16834.46484375,16810.58984375,16817.009765625,16817.009765625,64613376.0
2022-12-22 07:00:00,16817.9921875,16836.38671875,16803.466796875,16836.111328125,16836.111328125,78710784.0
2022-12-22 08:00:00,16836.4765625,16855.447265625,16820.869140625,16843.822265625,16843.822265625,0.0
2022-12-22 09:00:00,16843.607421875,16866.673828125,16842.81640625,16855.470703125,16855.470703125,19135488.0
2022-12-22 10:00:00,16857.5703125,16865.697265625,16838.45703125,16838.45703125,16838.45703125,51178496.0
2022-12-22 11:00:00,16838.2734375,16850.0078125,16827.4921875,16844.96484375,16844.96484375,51589120.0
2022-12-22 12:00:00,16844.99609375,16852.708984375,16828.1640625,16831.26171875,16831.26171875,0.0
2022-12-22 13:00:00,16830.43359375,16830.43359375,16788.421875,16790.841796875,16790.841796875,237865984.0
2022-12-22 14:00:00,16789.86328125,16797.369140625,16682.810546875,16687.88671875,16687.88671875,401051648.0
2022-12-22 15:00:00,16688.62109375,16710.103515625,16654.66796875,16654.66796875,16654.66796875,0.0
2022-12-22 16:00:00,16655.8984375,16677.83203125,16643.900390625,16663.29296875,16663.29296875,40258560.0
2022-12-22 17:00:00,16663.998046875,16673.16015625,16602.935546875,16612.263671875,16612.263671875,341046272.0
2022-12-22 18:00:00,16610.2421875,16625.376953125,16592.408203125,16618.123046875,16618.123046875,212995072.0
2022-12-22 19:00:00,16618.09375,16666.642578125,16618.09375,16666.642578125,16666.642578125,22233088.0
2022-12-22 20:00:00,16666.978515625,16813.353515625,16664.146484375,16788.779296875,16788.779296875,927383552.0
2022-12-22 21:00:00,16788.3046875,16813.90625,16782.49609375,16804.349609375,16804.349609375,132975616.0
2022-12-22 22:00:00,16802.576171875,16829.775390625,16799.861328125,16805.529296875,16805.529296875,129985536.0
2022-12-22 23:00:00,16806.462890625,16830.20703125,16806.462890625,16829.08984375,16829.08984375,0.0
2022-12-23 00:00:00,16829.64453125,16834.48828125,16797.38671875,16798.837890625,16798.837890625,0.0
2022-12-23 01:00:00,16798.65625,16815.06640625,16794.458984375,16811.39453125,16811.39453125,19772416.0
2022-12-23 02:00:00,16811.314453125,16849.55078125,16796.533203125,16849.55078125,16849.55078125,168269824.0
2022-12-23 03:00:00,16849.5859375,16880.447265625,16839.3828125,16841.662109375,16841.662109375,258167808.0
2022-12-23 04:00:00,16841.779296875,16841.779296875,16825.251953125,16837.802734375,16837.802734375,43517952.0
2022-12-23 05:00:00,16838.52734375,16847.66015625,16832.033203125,16832.033203125,16832.033203125,0.0
2022-12-23 06:00:00,16831.34375,16849.330078125,16822.85546875,16849.330078125,16849.330078125,0.0
2022-12-23 07:00:00,16848.828125,16856.580078125,16847.66015625,16855.15234375,16855.15234375,0.0
2022-12-23 08:00:00,16855.865234375,16859.27734375,16833.52734375,16840.9921875,16840.9921875,0.0
2022-12-23 09:00:00,16842.263671875,16847.048828125,16831.16015625,16845.78125,16845.78125,0.0
2022-12-23 10:00:00,16845.25,16880.87109375,16842.169921875,16866.1796875,16866.1796875,155999232.0
2022-12-23 11:00:00,16865.951171875,16867.744140625,16853.56640625,16855.375,16855.375,0.0
2022-12-23 12:00:00,16854.568359375,16875.71484375,16850.740234375,16874.08984375,16874.08984375,0.0
2022-12-23 13:00:00,16874.57421875,16905.21875,16819.359375,16858.58203125,16858.58203125,881824768.0
2022-12-23 14:00:00,16859.23046875,16859.23046875,16798.01953125,16804.74609375,16804.74609375,0.0
2022-12-23 15:00:00,16805.18359375,16885.0078125,16805.02734375,16857.28125,16857.28125,0.0
2022-12-23 16:00:00,16854.658203125,16854.658203125,16835.822265625,16836.212890625,16836.212890625,0.0
2022-12-23 17:00:00,16836.15234375,16855.09375,16836.15234375,16852.341796875,16852.341796875,0.0
2022-12-23 18:00:00,16850.884765625,16852.966796875,16840.19921875,16844.451171875,16844.451171875,0.0
2022-12-23 19:00:00,16844.01171875,16863.248046875,16842.87109375,16859.05078125,16859.05078125,0.0
2022-12-23 20:00:00,16859.34375,16859.34375,16818.26953125,16818.26953125,16818.26953125,0.0
2022-12-23 21:00:00,16817.951171875,16828.458984375,16811.173828125,16828.458984375,16828.458984375,0.0
2022-12-23 22:00:00,16826.79296875,16826.79296875,16794.599609375,16804.3515625,16804.3515625,0.0
2022-12-23 23:00:00,16804.095703125,16809.05078125,16795.751953125,16796.578125,16796.578125,0.0
2022-12-24 00:00:00,16796.9765625,16822.23828125,16793.52734375,16820.0703125,16820.0703125,0.0
2022-12-24 01:00:00,16820.55078125,16830.150390625,16816.615234375,16829.12890625,16829.12890625,0.0
2022-12-24 02:00:00,16828.46875,16836.6640625,16819.23828125,16835.953125,16835.953125,0.0
2022-12-24 03:00:00,16835.07421875,16851.482421875,16835.07421875,16851.1171875,16851.1171875,0.0
2022-12-24 04:00:00,16851.09765625,16855.216796875,16838.93359375,16842.376953125,16842.376953125,0.0
2022-12-24 05:00:00,16841.564453125,16841.564453125,16824.015625,16830.9921875,16830.9921875,0.0
2022-12-24 06:00:00,16831.591796875,16835.53125,16825.794921875,16830.2578125,16830.2578125,0.0
2022-12-24 07:00:00,16830.193359375,16851.875,16824.78125,16851.875,16851.875,61894656.0
2022-12-24 08:00:00,16851.208984375,16854.431640625,16839.533203125,16847.5,16847.5,0.0
2022-12-24 09:00:00,16847.39453125,16849.630859375,16838.953125,16848.66796875,16848.66796875,15178752.0
2022-12-24 10:00:00,16848.283203125,16848.283203125,16838.349609375,16838.896484375,16838.896484375,0.0
2022-12-24 11:00:00,16838.55078125,16845.732421875,16837.970703125,16839.482421875,16839.482421875,0.0
2022-12-24 12:00:00,16839.552734375,16843.5078125,16834.97265625,16837.166015625,16837.166015625,0.0
2022-12-24 13:00:00,16836.435546875,16839.84375,16829.515625,16829.515625,16829.515625,0.0
2022-12-24 14:00:00,16829.26171875,16843.783203125,16829.26171875,16843.783203125,16843.783203125,0.0
2022-12-24 15:00:00,16840.689453125,16849.953125,16840.689453125,16849.953125,16849.953125,0.0
2022-12-24 16:00:00,16850.345703125,16850.345703125,16840.205078125,16847.740234375,16847.740234375,0.0
2022-12-24 17:00:00,16848.05078125,16853.91015625,16842.47265625,16850.693359375,16850.693359375,0.0
2022-12-24 18:00:00,16852.119140625,16853.1015625,16844.9375,16849.970703125,16849.970703125,0.0
2022-12-24 19:00:00,16852.916015625,16864.703125,16852.916015625,16858.400390625,16858.400390625,0.0
2022-12-24 20:00:00,16858.96875,16858.96875,16849.322265625,16852.71875,16852.71875,0.0
2022-12-24 21:00:00,16852.03515625,16860.79296875,16838.580078125,16838.697265625,16838.697265625,0.0
2022-12-24 22:00:00,16838.62109375,16846.0,16834.01171875,16842.39453125,16842.39453125,0.0
2022-12-24 23:00:00,16841.931640625,16852.392578125,16837.068359375,16847.953125,16847.953125,36648960.0
2022-12-25 00:00:00,16847.505859375,16853.078125,16842.783203125,16852.84375,16852.84375,35343360.0
2022-12-25 01:00:00,16853.296875,16859.66015625,16850.740234375,16858.96484375,16858.96484375,0.0
2022-12-25 02:00:00,16858.96484375,16860.5546875,16838.779296875,16838.779296875,16838.779296875,0.0
2022-12-25 03:00:00,16838.501953125,16846.533203125,16837.2890625,16841.498046875,16841.498046875,0.0
2022-12-25 04:00:00,16840.9609375,16844.650390625,16831.572265625,16834.16015625,16834.16015625,0.0
2022-12-25 05:00:00,16834.8125,16835.220703125,16823.44140625,16835.220703125,16835.220703125,146241536.0
2022-12-25 06:00:00,16835.87890625,16839.775390625,16832.78125,16837.666015625,16837.666015625,32302080.0
2022-12-25 07:00:00,16837.435546875,16838.1171875,16832.3671875,16835.56640625,16835.56640625,0.0
2022-12-25 08:00:00,16835.720703125,16840.9453125,16833.7578125,16839.9296875,16839.9296875,0.0
2022-12-25 09:00:00,16839.7734375,16841.21484375,16837.34375,16841.107421875,16841.107421875,0.0
2022-12-25 10:00:00,16840.732421875,16840.849609375,16831.66796875,16831.8359375,16831.8359375,55303168.0
2022-12-25 11:00:00,16831.62109375,16836.541015625,16828.66015625,16833.271484375,16833.271484375,28985344.0
2022-12-25 12:00:00,16832.95703125,16833.080078125,16824.666015625,16831.720703125,16831.720703125,16722944.0
2022-12-25 13:00:00,16831.462890625,16831.462890625,16812.5859375,16817.478515625,16817.478515625,87878656.0
2022-12-25 14:00:00,16818.40625,16820.234375,16757.15234375,16800.0234375,16800.0234375,568346624.0
2022-12-25 15:00:00,16807.4375,16850.259765625,16805.79296875,16808.060546875,16808.060546875,589561856.0
2022-12-25 16:00:00,16807.357421875,16822.99609375,16788.845703125,16822.826171875,16822.826171875,244967424.0
2022-12-25 17:00:00,16822.470703125,16824.564453125,16811.048828125,16812.009765625,16812.009765625,70164480.0
2022-12-25 18:00:00,16811.26171875,16811.26171875,16801.974609375,16802.326171875,16802.326171875,19160064.0
2022-12-25 19:00:00,16799.724609375,16799.724609375,16755.25390625,16796.328125,16796.328125,317001728.0
2022-12-25 20:00:00,16797.42578125,16800.236328125,16774.4140625,16777.314453125,16777.314453125,107794432.0
2022-12-25 21:00:00,16777.5859375,16842.361328125,16777.029296875,16833.482421875,16833.482421875,202277888.0
2022-12-25 22:00:00,16834.134765625,16845.92578125,16828.1328125,16828.29296875,16828.29296875,92095488.0
2022-12-25 23:00:00,16828.5859375,16842.77734375,16827.537109375,16842.77734375,16842.77734375,0.0
2022-12-26 00:00:00,16842.25,16843.421875,16829.0390625,16835.716796875,16835.716796875,63245312.0
2022-12-26 01:00:00,16836.19140625,16858.20703125,16836.19140625,16856.623046875,16856.623046875,138120192.0
2022-12-26 02:00:00,16856.951171875,16897.19140625,16856.951171875,16891.7109375,16891.7109375,300231680.0
2022-12-26 03:00:00,16892.419921875,16895.236328125,16882.517578125,16895.1015625,16895.1015625,163160064.0
2022-12-26 04:00:00,16895.21875,16908.857421875,16880.970703125,16884.267578125,16884.267578125,201619456.0
2022-12-26 05:00:00,16883.681640625,16894.03125,16867.462890625,16867.462890625,16867.462890625,0.0
2022-12-26 06:00:00,16867.087890625,16872.28125,16862.400390625,16862.400390625,16862.400390625,0.0
